,Date,Airport,Total,Flights,Booths,Mean per flight
10701,2013-02-04,SEA,2987.0,21.0,110.0,142.24
10702,2013-02-04,SFO,10438.0,46.0,339.0,226.91
10703,2013-02-04,LGA,10381.0,91.0,357.0,114.08
10704,2013-02-05,ATL,7809.0,63.0,440.0,123.95
10705,2013-02-05,BOS,1707.0,19.0,101.0,89.84
10706,2013-02-05,CLT,1848.0,15.0,53.0,123.2
10707,2013-02-05,DEN,1046.0,12.0,31.0,87.17
10708,2013-02-05,DFW,5548.0,60.0,194.0,92.47
10709,2013-02-05,DTW,2251.0,17.0,155.0,132.41
10710,2013-02-05,EWR,8785.0,83.0,299.0,105.84
10711,2013-02-05,IAH,7401.0,92.0,209.0,80.45
10712,2013-02-05,JFK,21393.0,153.0,1101.0,139.82
10713,2013-02-05,LAS,1050.0,7.0,44.0,150.0
10714,2013-02-05,LAX,17433.0,86.0,872.0,202.71
10715,2013-02-05,MCO,2922.0,22.0,158.0,132.82
10716,2013-02-05,MIA,21857.0,175.0,899.0,124.9
10717,2013-02-05,MSP,1518.0,11.0,59.0,138.0
10718,2013-02-05,ORD,6902.0,53.0,287.0,130.23
10719,2013-02-05,PHL,1915.0,18.0,99.0,106.39
10720,2013-02-05,PHX,1052.0,14.0,50.0,75.14
10721,2013-02-05,SEA,2356.0,18.0,85.0,130.89
10722,2013-02-05,SFO,8182.0,39.0,338.0,209.79
10723,2013-02-05,LGA,8785.0,83.0,299.0,105.84
10724,2013-02-06,ATL,7618.0,63.0,470.0,120.92
10725,2013-02-06,BOS,1785.0,21.0,141.0,85.0
10726,2013-02-06,CLT,1702.0,15.0,67.0,113.47
10727,2013-02-06,DEN,972.0,10.0,23.0,97.2
10728,2013-02-06,DFW,5109.0,58.0,190.0,88.09
10729,2013-02-06,DTW,3015.0,19.0,129.0,158.68
10730,2013-02-06,EWR,8575.0,77.0,333.0,111.36
10731,2013-02-06,IAH,7035.0,94.0,220.0,74.84
10732,2013-02-06,JFK,20559.0,143.0,1051.0,143.77
10733,2013-02-06,LAS,1821.0,9.0,63.0,202.33
10734,2013-02-06,LAX,17084.0,89.0,824.0,191.96
10735,2013-02-06,MCO,3621.0,23.0,157.0,157.43
10736,2013-02-06,MIA,22917.0,173.0,840.0,132.47
10737,2013-02-06,MSP,2082.0,17.0,75.0,122.47
10738,2013-02-06,ORD,7551.0,59.0,300.0,127.98
10739,2013-02-06,PHL,1829.0,18.0,88.0,101.61
10740,2013-02-06,PHX,1192.0,16.0,59.0,74.5
10741,2013-02-06,SEA,3344.0,23.0,95.0,145.39
10742,2013-02-06,SFO,9069.0,47.0,340.0,192.96
10743,2013-02-06,LGA,8575.0,77.0,333.0,111.36
10744,2013-02-07,ATL,8443.0,66.0,477.0,127.92
10745,2013-02-07,BOS,2380.0,20.0,123.0,119.0
10746,2013-02-07,CLT,2144.0,16.0,63.0,134.0
10747,2013-02-07,DEN,1213.0,13.0,35.0,93.31
10748,2013-02-07,DFW,5610.0,62.0,183.0,90.48
10749,2013-02-07,DTW,3054.0,19.0,146.0,160.74
10750,2013-02-07,EWR,10512.0,86.0,370.0,122.23
10751,2013-02-07,IAH,8092.0,107.0,238.0,75.63
10752,2013-02-07,JFK,24903.0,159.0,1197.0,156.62
10753,2013-02-07,LAS,2694.0,16.0,95.0,168.38
10754,2013-02-07,LAX,19229.0,97.0,877.0,198.24
10755,2013-02-07,MCO,4080.0,22.0,174.0,185.45
10756,2013-02-07,MIA,26638.0,179.0,925.0,148.82
10757,2013-02-07,MSP,1798.0,16.0,86.0,112.38
10758,2013-02-07,ORD,6779.0,49.0,348.0,138.35
10759,2013-02-07,PHL,2311.0,22.0,105.0,105.05
10760,2013-02-07,PHX,1356.0,17.0,63.0,79.76
10761,2013-02-07,SEA,2502.0,20.0,81.0,125.1
10762,2013-02-07,SFO,8971.0,45.0,370.0,199.36
10763,2013-02-07,LGA,10512.0,86.0,370.0,122.23
10764,2013-02-08,ATL,10838.0,68.0,530.0,159.38
10765,2013-02-08,BOS,212.0,2.0,12.0,106.0
10766,2013-02-08,CLT,2472.0,16.0,59.0,154.5
10767,2013-02-08,DEN,1191.0,9.0,30.0,132.33
10768,2013-02-08,DFW,6802.0,63.0,196.0,107.97
10769,2013-02-08,DTW,3690.0,17.0,160.0,217.06
10770,2013-02-08,EWR,2350.0,14.0,91.0,167.86
10771,2013-02-08,IAH,10272.0,110.0,284.0,93.38
10772,2013-02-08,JFK,12090.0,62.0,538.0,195.0
10773,2013-02-08,LAS,1581.0,9.0,52.0,175.67
10774,2013-02-08,LAX,19690.0,96.0,822.0,205.1
10775,2013-02-08,MCO,4479.0,24.0,157.0,186.63
10776,2013-02-08,MIA,28998.0,190.0,964.0,152.62
10777,2013-02-08,MSP,2627.0,18.0,90.0,145.94
10778,2013-02-08,ORD,9334.0,55.0,323.0,169.71
10779,2013-02-08,PHL,3706.0,23.0,122.0,161.13
10780,2013-02-08,PHX,1847.0,18.0,61.0,102.61
10781,2013-02-08,SEA,3198.0,22.0,109.0,145.36
10782,2013-02-08,SFO,10584.0,53.0,354.0,199.7
10783,2013-02-08,LGA,2350.0,14.0,91.0,167.86
10784,2013-02-09,ATL,12965.0,78.0,587.0,166.22
10785,2013-02-09,CLT,4896.0,31.0,92.0,157.94
10786,2013-02-09,DEN,2709.0,21.0,61.0,129.0
10787,2013-02-09,DFW,8768.0,73.0,217.0,120.11
10788,2013-02-09,DTW,4970.0,27.0,176.0,184.07
10789,2013-02-09,EWR,13464.0,81.0,399.0,166.22
10790,2013-02-09,IAH,11961.0,107.0,312.0,111.79
10791,2013-02-09,JFK,26550.0,140.0,934.0,189.64
10792,2013-02-09,LAS,1726.0,10.0,35.0,172.6
10793,2013-02-09,LAX,20828.0,104.0,933.0,200.27
10794,2013-02-09,MCO,5466.0,31.0,235.0,176.32
10795,2013-02-09,MIA,30724.0,193.0,983.0,159.19
10796,2013-02-09,MSP,4065.0,29.0,101.0,140.17
10797,2013-02-09,ORD,11401.0,69.0,300.0,165.23
10798,2013-02-09,PHL,5078.0,31.0,165.0,163.81
10799,2013-02-09,PHX,2673.0,22.0,75.0,121.5
10800,2013-02-09,SEA,3640.0,24.0,108.0,151.67
10801,2013-02-09,SFO,11035.0,49.0,364.0,225.2
10802,2013-02-09,LGA,13464.0,81.0,399.0,166.22
10803,2013-02-09,BOS,2103.0,12.5,76.0,139.825
10804,2013-02-10,ATL,10916.0,69.0,541.0,158.2
10805,2013-02-10,BOS,3994.0,23.0,140.0,173.65
10806,2013-02-10,CLT,3581.0,22.0,76.0,162.77
10807,2013-02-10,DEN,2207.0,19.0,52.0,116.16
10808,2013-02-10,DFW,7886.0,69.0,225.0,114.29
10809,2013-02-10,DTW,3368.0,18.0,143.0,187.11
10810,2013-02-10,EWR,13469.0,96.0,450.0,140.3
10811,2013-02-10,IAH,11240.0,112.0,275.0,100.36
10812,2013-02-10,JFK,32045.0,169.0,1152.0,189.62
10813,2013-02-10,LAS,2429.0,17.0,90.0,142.88
10814,2013-02-10,LAX,20748.0,106.0,942.0,195.74
10815,2013-02-10,MCO,3772.0,24.0,145.0,157.17
10816,2013-02-10,MIA,27908.0,182.0,904.0,153.34
10817,2013-02-10,MSP,2963.0,21.0,66.0,141.1
10818,2013-02-10,ORD,10077.0,67.0,333.0,150.4
10819,2013-02-10,PHL,4275.0,30.0,158.0,142.5
10820,2013-02-10,PHX,2089.0,22.0,67.0,94.95
10821,2013-02-10,SEA,3033.0,21.0,124.0,144.43
10822,2013-02-10,SFO,10419.0,46.0,353.0,226.5
10823,2013-02-10,LGA,13469.0,96.0,450.0,140.3
10824,2013-02-11,ATL,9367.0,65.0,571.0,144.11
10825,2013-02-11,BOS,2857.0,22.0,155.0,129.86
10826,2013-02-11,CLT,2390.0,15.0,53.0,159.33
10827,2013-02-11,DEN,914.0,10.0,29.0,91.4
10828,2013-02-11,DFW,6091.0,63.0,192.0,96.68
10829,2013-02-11,DTW,3105.0,18.0,179.0,172.5
10830,2013-02-11,EWR,10582.0,85.0,372.0,124.49
10831,2013-02-11,IAH,8784.0,104.0,280.0,84.46
10832,2013-02-11,JFK,26939.0,160.0,1110.0,168.37
10833,2013-02-11,LAS,1314.0,10.0,46.0,131.4
10834,2013-02-11,LAX,15859.0,90.0,913.0,176.21
10835,2013-02-11,MCO,3111.0,21.0,149.0,148.14
10836,2013-02-11,MIA,24454.0,181.0,886.0,135.11
10837,2013-02-11,MSP,2133.0,18.0,94.0,118.5
10838,2013-02-11,ORD,7962.0,61.0,318.0,130.52
10839,2013-02-11,PHL,2533.0,19.0,106.0,133.32
10840,2013-02-11,PHX,1907.0,18.0,64.0,105.94
10841,2013-02-11,SEA,2326.0,19.0,99.0,122.42
10842,2013-02-11,SFO,8967.0,43.0,299.0,208.53
10843,2013-02-11,LGA,10582.0,85.0,372.0,124.49
10844,2013-02-12,ATL,8231.0,64.0,486.0,128.61
10845,2013-02-12,BOS,2287.0,22.0,102.0,103.95
10846,2013-02-12,CLT,2096.0,14.0,44.0,149.71
10847,2013-02-12,DEN,1428.0,13.0,40.0,109.85
10848,2013-02-12,DFW,5601.0,61.0,184.0,91.82
10849,2013-02-12,DTW,2265.0,17.0,153.0,133.24
10850,2013-02-12,EWR,8460.0,82.0,288.0,103.17
10851,2013-02-12,IAH,7521.0,93.0,261.0,80.87
10852,2013-02-12,JFK,22912.0,159.0,1190.0,144.1
10853,2013-02-12,LAS,761.0,6.0,37.0,126.83
10854,2013-02-12,LAX,15856.0,83.0,850.0,191.04
10855,2013-02-12,MCO,3163.0,23.0,151.0,137.52
10856,2013-02-12,MIA,22176.0,168.0,817.0,132.0
10857,2013-02-12,MSP,1534.0,13.0,81.0,118.0
10858,2013-02-12,ORD,5462.0,47.0,243.0,116.21
10859,2013-02-12,PHL,2097.0,17.0,96.0,123.35
10860,2013-02-12,PHX,1367.0,15.0,50.0,91.13
10861,2013-02-12,SEA,2298.0,20.0,111.0,114.9
10862,2013-02-12,SFO,6791.0,35.0,292.0,194.03
10863,2013-02-12,LGA,8460.0,82.0,288.0,103.17
10864,2013-02-13,ATL,7763.0,62.0,452.0,125.21
10865,2013-02-13,BOS,2261.0,19.0,128.0,119.0
10866,2013-02-13,CLT,1979.0,15.0,42.0,131.93
10867,2013-02-13,DEN,730.0,9.0,27.0,81.11
10868,2013-02-13,DFW,5480.0,56.0,167.0,97.86
10869,2013-02-13,DTW,2783.0,17.0,136.0,163.71
10870,2013-02-13,EWR,8157.0,73.0,280.0,111.74
10871,2013-02-13,IAH,7491.0,92.0,221.0,81.42
10872,2013-02-13,JFK,22536.0,158.0,1048.0,142.63
10873,2013-02-13,LAS,1426.0,9.0,49.0,158.44
10874,2013-02-13,LAX,15793.0,87.0,805.0,181.53
10875,2013-02-13,MCO,3513.0,23.0,133.0,152.74
10876,2013-02-13,MIA,23256.0,175.0,855.0,132.89
10877,2013-02-13,MSP,2091.0,17.0,78.0,123.0
10878,2013-02-13,ORD,6825.0,57.0,249.0,119.74
10879,2013-02-13,PHL,1976.0,19.0,125.0,104.0
10880,2013-02-13,PHX,1442.0,16.0,54.0,90.13
10881,2013-02-13,SEA,2769.0,21.0,102.0,131.86
10882,2013-02-13,SFO,8185.0,46.0,294.0,177.93
10883,2013-02-13,LGA,8157.0,73.0,280.0,111.74
10884,2013-02-14,ATL,8658.0,71.0,486.0,121.94
10885,2013-02-14,BOS,2527.0,21.0,134.0,120.33
10886,2013-02-14,CLT,2240.0,19.0,63.0,117.89
10887,2013-02-14,DEN,1533.0,13.0,41.0,117.92
10888,2013-02-14,DFW,5957.0,65.0,197.0,91.65
10889,2013-02-14,DTW,2870.0,21.0,131.0,136.67
10890,2013-02-14,EWR,10019.0,84.0,328.0,119.27
10891,2013-02-14,IAH,8846.0,102.0,241.0,86.73
10892,2013-02-14,JFK,23612.0,167.0,972.0,141.39
10893,2013-02-14,LAS,2395.0,15.0,82.0,159.67
10894,2013-02-14,LAX,17452.0,95.0,881.0,183.71
10895,2013-02-14,MCO,3782.0,25.0,156.0,151.28
10896,2013-02-14,MIA,24395.0,189.0,887.0,129.07
10897,2013-02-14,MSP,1887.0,18.0,78.0,104.83
10898,2013-02-14,ORD,6703.0,52.0,272.0,128.9
10899,2013-02-14,PHL,2295.0,24.0,106.0,95.63
10900,2013-02-14,PHX,1594.0,17.0,52.0,93.76
10901,2013-02-14,SEA,2522.0,22.0,82.0,114.64
10902,2013-02-14,SFO,7805.0,43.0,311.0,181.51
10903,2013-02-14,LGA,10019.0,84.0,328.0,119.27
10904,2013-02-15,ATL,10913.0,73.0,571.0,149.49
10905,2013-02-15,BOS,3018.0,21.0,95.0,143.71
10906,2013-02-15,CLT,2858.0,19.0,78.0,150.42
10907,2013-02-15,DEN,1423.0,11.0,37.0,129.36
10908,2013-02-15,DFW,6605.0,64.0,180.0,103.2
10909,2013-02-15,DTW,3291.0,20.0,119.0,164.55
10910,2013-02-15,EWR,11882.0,90.0,328.0,132.02
10911,2013-02-15,IAH,10409.0,107.0,275.0,97.28
10912,2013-02-15,JFK,26350.0,173.0,1034.0,152.31
10913,2013-02-15,LAS,1650.0,9.0,50.0,183.33
10914,2013-02-15,LAX,18627.0,99.0,811.0,188.15
10915,2013-02-15,MCO,4492.0,27.0,170.0,166.37
10916,2013-02-15,MIA,26429.0,192.0,905.0,137.65
10917,2013-02-15,MSP,2991.0,24.0,108.0,124.63
10918,2013-02-15,ORD,9025.0,63.0,307.0,143.25
10919,2013-02-15,PHL,3266.0,25.0,109.0,130.64
10920,2013-02-15,PHX,2189.0,18.0,51.0,121.61
10921,2013-02-15,SEA,2868.0,21.0,92.0,136.57
10922,2013-02-15,SFO,9550.0,48.0,321.0,198.96
10923,2013-02-15,LGA,11882.0,90.0,328.0,132.02
10924,2013-02-16,ATL,12851.0,84.0,675.0,152.99
10925,2013-02-16,BOS,3704.0,35.0,136.0,105.83
10926,2013-02-16,CLT,4613.0,32.0,113.0,144.16
10927,2013-02-16,DEN,3073.0,23.0,67.0,133.61
10928,2013-02-16,DFW,8340.0,74.0,209.0,112.7
10929,2013-02-16,DTW,4477.0,26.0,202.0,172.19
10930,2013-02-16,EWR,14085.0,101.0,397.0,139.46
10931,2013-02-16,IAH,11807.0,108.0,301.0,109.32
10932,2013-02-16,JFK,30071.0,180.0,1191.0,167.06
10933,2013-02-16,LAS,1665.0,8.0,38.0,208.13
10934,2013-02-16,LAX,20298.0,106.0,932.0,191.49
10935,2013-02-16,MCO,5442.0,34.0,232.0,160.06
10936,2013-02-16,MIA,27238.0,193.0,908.0,141.13
10937,2013-02-16,MSP,4828.0,35.0,122.0,137.94
10938,2013-02-16,ORD,11708.0,74.0,331.0,158.22
10939,2013-02-16,PHL,5150.0,35.0,183.0,147.14
10940,2013-02-16,PHX,3016.0,26.0,83.0,116.0
10941,2013-02-16,SEA,3518.0,25.0,118.0,140.72
10942,2013-02-16,SFO,10277.0,50.0,357.0,205.54
10943,2013-02-16,LGA,14085.0,101.0,397.0,139.46
10944,2013-02-17,ATL,11562.0,75.0,614.0,154.16
10945,2013-02-17,BOS,2263.0,21.0,127.0,107.76
10946,2013-02-17,CLT,3841.0,29.0,96.0,132.45
10947,2013-02-17,DEN,2371.0,19.0,52.0,124.79
10948,2013-02-17,DFW,7997.0,70.0,233.0,114.24
10949,2013-02-17,DTW,3840.0,24.0,161.0,160.0
10950,2013-02-17,EWR,13066.0,96.0,401.0,136.1
10951,2013-02-17,IAH,11879.0,112.0,332.0,106.06
10952,2013-02-17,JFK,28961.0,170.0,1059.0,170.36
10953,2013-02-17,LAS,2846.0,17.0,92.0,167.41
10954,2013-02-17,LAX,21711.0,107.0,909.0,202.91
10955,2013-02-17,MCO,3605.0,26.0,173.0,138.65
10956,2013-02-17,MIA,25612.0,180.0,902.0,142.29
10957,2013-02-17,MSP,3123.0,22.0,85.0,141.95
10958,2013-02-17,ORD,11413.0,72.0,339.0,158.51
10959,2013-02-17,PHL,4399.0,31.0,178.0,141.9
10960,2013-02-17,PHX,2598.0,23.0,96.0,112.96
10961,2013-02-17,SEA,3114.0,21.0,101.0,148.29
10962,2013-02-17,SFO,10432.0,47.0,393.0,221.96
10963,2013-02-17,LGA,13066.0,96.0,401.0,136.1
10964,2013-02-18,ATL,11297.0,71.0,734.0,159.11
10965,2013-02-18,BOS,2804.0,21.0,135.0,133.52
10966,2013-02-18,CLT,3016.0,19.0,74.0,158.74
10967,2013-02-18,DEN,1319.0,11.0,40.0,119.91
10968,2013-02-18,DFW,7257.0,63.0,203.0,115.19
10969,2013-02-18,DTW,3608.0,20.0,144.0,180.4
10970,2013-02-18,EWR,12929.0,89.0,398.0,145.27
10971,2013-02-18,IAH,10256.0,101.0,297.0,101.54
10972,2013-02-18,JFK,32193.0,171.0,1224.0,188.26
10973,2013-02-18,LAS,2020.0,10.0,44.0,202.0
10974,2013-02-18,LAX,19123.0,92.0,875.0,207.86
10975,2013-02-18,MCO,3445.0,22.0,150.0,156.59
10976,2013-02-18,MIA,26161.0,184.0,924.0,142.18
10977,2013-02-18,MSP,2961.0,24.0,91.0,123.38
10978,2013-02-18,ORD,9959.0,64.0,310.0,155.61
10979,2013-02-18,PHL,3607.0,23.0,132.0,156.83
10980,2013-02-18,PHX,2251.0,19.0,88.0,118.47
10981,2013-02-18,SEA,3223.0,22.0,120.0,146.5
10982,2013-02-18,SFO,10549.0,44.0,351.0,239.75
10983,2013-02-18,LGA,12929.0,89.0,398.0,145.27
10984,2013-02-19,ATL,9743.0,71.0,451.0,137.23
10985,2013-02-19,BOS,2180.0,21.0,149.0,103.81
10986,2013-02-19,CLT,2476.0,17.0,75.0,145.65
10987,2013-02-19,DEN,1590.0,13.0,41.0,122.31
10988,2013-02-19,DFW,6242.0,59.0,189.0,105.8
10989,2013-02-19,DTW,2346.0,20.0,141.0,117.3
10990,2013-02-19,EWR,10622.0,87.0,339.0,122.09
10991,2013-02-19,IAH,8988.0,98.0,290.0,91.71
10992,2013-02-19,JFK,26817.0,160.0,1052.0,167.61
10993,2013-02-19,LAS,1004.0,6.0,37.0,167.33
10994,2013-02-19,LAX,17417.0,87.0,820.0,200.2
10995,2013-02-19,MCO,3127.0,23.0,143.0,135.96
10996,2013-02-19,MIA,22567.0,177.0,829.0,127.5
10997,2013-02-19,MSP,1944.0,16.0,69.0,121.5
10998,2013-02-19,ORD,7479.0,56.0,258.0,133.55
10999,2013-02-19,PHL,2727.0,22.0,136.0,123.95
11000,2013-02-19,PHX,1811.0,17.0,74.0,106.53
11001,2013-02-19,SEA,2763.0,20.0,114.0,138.15
11002,2013-02-19,SFO,7707.0,38.0,296.0,202.82
11003,2013-02-19,LGA,10622.0,87.0,339.0,122.09
11004,2013-02-20,ATL,9064.0,68.0,485.0,133.29
11005,2013-02-20,BOS,2413.0,22.0,126.0,109.68
11006,2013-02-20,CLT,2584.0,18.0,71.0,143.56
11007,2013-02-20,DEN,1150.0,10.0,37.0,115.0
11008,2013-02-20,DFW,6084.0,62.0,197.0,98.13
11009,2013-02-20,DTW,3013.0,20.0,137.0,150.65
11010,2013-02-20,EWR,9553.0,78.0,343.0,122.47
11011,2013-02-20,IAH,8468.0,92.0,279.0,92.04
11012,2013-02-20,JFK,27058.0,165.0,1160.0,163.99
11013,2013-02-20,LAS,1713.0,9.0,52.0,190.33
11014,2013-02-20,LAX,17115.0,90.0,767.0,190.17
11015,2013-02-20,MCO,3238.0,24.0,180.0,134.92
11016,2013-02-20,MIA,22133.0,172.0,812.0,128.68
11017,2013-02-20,MSP,2469.0,21.0,79.0,117.57
11018,2013-02-20,ORD,8682.0,61.0,310.0,142.33
11019,2013-02-20,PHL,2468.0,20.0,123.0,123.4
11020,2013-02-20,PHX,1725.0,17.0,61.0,101.47
11021,2013-02-20,SEA,3454.0,24.0,90.0,143.92
11022,2013-02-20,SFO,8838.0,45.0,290.0,196.4
11023,2013-02-20,LGA,9553.0,78.0,343.0,122.47
11024,2013-02-21,ATL,9766.0,70.0,545.0,139.51
11025,2013-02-21,BOS,2622.0,21.0,115.0,124.86
11026,2013-02-21,CLT,2340.0,19.0,81.0,123.16
11027,2013-02-21,DEN,1745.0,14.0,63.0,124.64
11028,2013-02-21,DFW,6449.0,65.0,191.0,99.22
11029,2013-02-21,DTW,2755.0,18.0,137.0,153.06
11030,2013-02-21,EWR,10937.0,85.0,418.0,128.67
11031,2013-02-21,IAH,9192.0,99.0,258.0,92.85
11032,2013-02-21,JFK,28401.0,169.0,1163.0,168.05
11033,2013-02-21,LAS,2610.0,15.0,115.0,174.0
11034,2013-02-21,LAX,18189.0,96.0,775.0,189.47
11035,2013-02-21,MCO,3533.0,25.0,175.0,141.32
11036,2013-02-21,MIA,24443.0,181.0,844.0,135.04
11037,2013-02-21,MSP,2305.0,19.0,80.0,121.32
11038,2013-02-21,ORD,7434.0,56.0,253.0,132.75
11039,2013-02-21,PHL,2823.0,21.0,116.0,134.43
11040,2013-02-21,PHX,1877.0,18.0,59.0,104.28
11041,2013-02-21,SEA,2761.0,21.0,98.0,131.48
11042,2013-02-21,SFO,8369.0,43.0,347.0,194.63
11043,2013-02-21,LGA,10937.0,85.0,418.0,128.67
11044,2013-02-22,ATL,11450.0,72.0,509.0,159.03
11045,2013-02-22,BOS,3489.0,21.0,111.0,166.14
11046,2013-02-22,CLT,3005.0,19.0,64.0,158.16
11047,2013-02-22,DEN,1417.0,11.0,49.0,128.82
11048,2013-02-22,DFW,6872.0,63.0,204.0,109.08
11049,2013-02-22,DTW,3916.0,21.0,174.0,186.48
11050,2013-02-22,EWR,11963.0,87.0,361.0,137.51
11051,2013-02-22,IAH,10559.0,108.0,310.0,97.77
11052,2013-02-22,JFK,30354.0,172.0,1171.0,176.48
11053,2013-02-22,LAS,1472.0,9.0,53.0,163.56
11054,2013-02-22,LAX,18587.0,96.0,803.0,193.61
11055,2013-02-22,MCO,4052.0,27.0,195.0,150.07
11056,2013-02-22,MIA,26468.0,189.0,881.0,140.04
11057,2013-02-22,MSP,3117.0,23.0,70.0,135.52
11058,2013-02-22,ORD,8970.0,64.0,266.0,140.16
11059,2013-02-22,PHL,3774.0,26.0,133.0,145.15
11060,2013-02-22,PHX,2029.0,19.0,46.0,106.79
11061,2013-02-22,SEA,3283.0,23.0,116.0,142.74
11062,2013-02-22,SFO,10385.0,50.0,360.0,207.7
11063,2013-02-22,LGA,11963.0,87.0,361.0,137.51
11064,2013-02-23,ATL,13633.0,81.0,635.0,168.31
11065,2013-02-23,BOS,5629.0,35.0,167.0,160.83
11066,2013-02-23,CLT,5109.0,34.0,100.0,150.26
11067,2013-02-23,DEN,3181.0,23.0,75.0,138.3
11068,2013-02-23,DFW,9028.0,74.0,219.0,122.0
11069,2013-02-23,DTW,5338.0,27.0,157.0,197.7
11070,2013-02-23,EWR,15281.0,101.0,422.0,151.3
11071,2013-02-23,IAH,12427.0,109.0,278.0,114.01
11072,2013-02-23,JFK,33934.0,176.0,1110.0,192.81
11073,2013-02-23,LAS,1465.0,8.0,42.0,183.13
11074,2013-02-23,LAX,21399.0,106.0,962.0,201.88
11075,2013-02-23,MCO,4847.0,35.0,191.0,138.49
11076,2013-02-23,MIA,27866.0,196.0,874.0,142.17
11077,2013-02-23,MSP,5554.0,36.0,127.0,154.28
11078,2013-02-23,ORD,11552.0,72.0,351.0,160.44
11079,2013-02-23,PHL,5299.0,34.0,150.0,155.85
11080,2013-02-23,PHX,3085.0,26.0,72.0,118.65
11081,2013-02-23,SEA,3647.0,23.0,97.0,158.57
11082,2013-02-23,SFO,11254.0,51.0,347.0,220.67
11083,2013-02-23,LGA,15281.0,101.0,422.0,151.3
11084,2013-02-24,ATL,12086.0,73.0,692.0,165.56
11085,2013-02-24,BOS,3624.0,21.0,131.0,172.57
11086,2013-02-24,CLT,4059.0,26.0,89.0,156.12
11087,2013-02-24,DEN,2243.0,18.0,72.0,124.61
11088,2013-02-24,DFW,8180.0,69.0,230.0,118.55
11089,2013-02-24,DTW,4558.0,23.0,205.0,198.17
11090,2013-02-24,EWR,14463.0,100.0,412.0,144.63
11091,2013-02-24,IAH,11929.0,110.0,329.0,108.45
11092,2013-02-24,JFK,33959.0,174.0,1177.0,195.17
11093,2013-02-24,LAS,2471.0,17.0,115.0,145.35
11094,2013-02-24,LAX,22010.0,107.0,975.0,205.7
11095,2013-02-24,MCO,2603.0,25.0,167.0,104.12
11096,2013-02-24,MIA,24728.0,181.0,936.0,136.62
11097,2013-02-24,MSP,3485.0,24.0,98.0,145.21
11098,2013-02-24,ORD,11626.0,74.0,330.0,157.11
11099,2013-02-24,PHL,4832.0,32.0,122.0,151.0
11100,2013-02-24,PHX,2733.0,24.0,68.0,113.88
11101,2013-02-24,SEA,3753.0,22.0,127.0,170.59
11102,2013-02-24,SFO,11939.0,47.0,369.0,254.02
11103,2013-02-24,LGA,14463.0,100.0,412.0,144.63
11104,2013-02-25,ATL,10905.0,72.0,558.0,151.46
11105,2013-02-25,BOS,3165.0,21.0,132.0,150.71
11106,2013-02-25,CLT,3007.0,19.0,73.0,158.26
11107,2013-02-25,DEN,1292.0,11.0,44.0,117.45
11108,2013-02-25,DFW,6619.0,62.0,199.0,106.76
11109,2013-02-25,DTW,3701.0,21.0,162.0,176.24
11110,2013-02-25,EWR,11843.0,94.0,395.0,125.99
11111,2013-02-25,IAH,10004.0,102.0,303.0,98.08
11112,2013-02-25,JFK,30983.0,168.0,1201.0,184.42
11113,2013-02-25,LAS,1536.0,10.0,54.0,153.6
11114,2013-02-25,LAX,18588.0,95.0,916.0,195.66
11115,2013-02-25,MCO,2662.0,22.0,145.0,121.0
11116,2013-02-25,MIA,23446.0,182.0,819.0,128.82
11117,2013-02-25,MSP,2812.0,21.0,88.0,133.9
11118,2013-02-25,ORD,9584.0,65.0,326.0,147.45
11119,2013-02-25,PHL,3386.0,24.0,129.0,141.08
11120,2013-02-25,PHX,2109.0,19.0,57.0,111.0
11121,2013-02-25,SEA,3025.0,21.0,98.0,144.05
11122,2013-02-25,SFO,10185.0,43.0,333.0,236.86
11123,2013-02-25,LGA,11843.0,94.0,395.0,125.99
11124,2013-02-26,ATL,10043.0,68.0,521.0,147.69
11125,2013-02-26,BOS,2831.0,22.0,113.0,128.68
11126,2013-02-26,CLT,2755.0,19.0,77.0,145.0
11127,2013-02-26,DEN,1497.0,12.0,40.0,124.75
11128,2013-02-26,DFW,5842.0,60.0,190.0,97.37
11129,2013-02-26,DTW,2520.0,19.0,146.0,132.63
11130,2013-02-26,EWR,10046.0,85.0,333.0,118.19
11131,2013-02-26,IAH,8440.0,91.0,259.0,92.75
11132,2013-02-26,JFK,26590.0,160.0,1048.0,166.19
11133,2013-02-26,LAS,857.0,6.0,28.0,142.83
11134,2013-02-26,LAX,16669.0,85.0,805.0,196.11
11135,2013-02-26,MCO,2395.0,23.0,150.0,104.13
11136,2013-02-26,MIA,22132.0,175.0,796.0,126.47
11137,2013-02-26,MSP,1955.0,14.0,78.0,139.64
11138,2013-02-26,ORD,7413.0,52.0,307.0,142.56
11139,2013-02-26,PHL,2703.0,22.0,130.0,122.86
11140,2013-02-26,PHX,1714.0,17.0,73.0,100.82
11141,2013-02-26,SEA,2925.0,19.0,115.0,153.95
11142,2013-02-26,SFO,8588.0,43.0,296.0,199.72
11143,2013-02-26,LGA,10046.0,85.0,333.0,118.19
11144,2013-02-27,ATL,9901.0,68.0,495.0,145.6
11145,2013-02-27,BOS,2315.0,20.0,125.0,115.75
11146,2013-02-27,CLT,2501.0,17.0,66.0,147.12
11147,2013-02-27,DEN,1159.0,10.0,32.0,115.9
11148,2013-02-27,DFW,6372.0,61.0,189.0,104.46
11149,2013-02-27,DTW,3411.0,21.0,160.0,162.43
11150,2013-02-27,EWR,9483.0,74.0,361.0,128.15
